Suggestions for improvement,cluster
"Nhân viên: 2/5.
Nhân viên mới vào ko đc dẫn đi giới thiệu nhân viên mới. Quy mô lớn tới 100 ng nhưng ko ai biết mặt ai
Ko có group chat tổng
Môi trường: 2/5
Nhà vệ sinh quá dơ. Lao công chắc để cả tháng mới dọn 1 lần và NVS ko có lỗ thông hơi nên rất hôi.
Bàn làm việc chật, để đồ đạc bừa bộn
Lỗ nhất là dev iOS chỉ cấp cho mac-mini kèm 1 màn hình
Máy cũ, chậm.
Quán ăn xung quanh quá mắc mặc dù gần chợ: rẻ nhất 25K. Giá trung bình 30-35k",0
"Nhân viên: 2/5.
Nhân viên mới vào ko đc dẫn đi giới thiệu nhân viên mới. Quy mô lớn tới 100 ng nhưng ko ai biết mặt ai
Ko có group chat tổng
Môi trường: 2/5
Nhà vệ sinh quá dơ. Lao công chắc để cả tháng mới dọn 1 lần và NVS ko có lỗ thông hơi nên rất hôi.
Bàn làm việc chật, để đồ đạc bừa bộn
Lỗ nhất là dev iOS chỉ cấp cho mac-mini kèm 1 màn hình
Máy cũ, chậm.
Quán ăn xung quanh quá mắc mặc dù gần chợ: rẻ nhất 25K. Giá trung bình 30-35k",0
"Nách sếp hơi bốc mùi , Nhà vệ sinh hôi
Sếp ko cho đi company trip",2
"Công ty không có bãi giữ xe cho nhân viên.
Quy trình không tốt nên mất nhiều thời gian.
Nhân viên không rõ businees của project đang làm.
không tính tiền OT, đôi khi cũng không bù ngày phép",0
"Làm onsite chua :v (chọn nơi kỹ trước khi quyết định)
Cần chia sẻ thông tin công việc với nhân viên
Thường xuyên OT",0
"Cty dạng gia đình
Qui trình dự án chưa rõ ràng
Ko có b.a phân tích các rủi ro và cover business case của dự án
PM chưa có skill quản lý tốt dự án",0
"Cty dạng gia đình
Qui trình dự án chưa rõ ràng
Ko có b.a phân tích các rủi ro và cover business case của dự án
PM chưa có skill quản lý tốt dự án",0
"Mức lương gọi là ổn định, mặc dù làm dự án nhưng ít khi được nhận bonus từ dự án. Hoạt động bóng đá khá kém.",0
Team đá banh không tồn tại lâu. Cần cải thiện các môn thể thao để các thành viên có thể giao lưu và học tập chia sẻ kinh nghiệm trong công việc.,1
"Văn phòng hiện tại hơi chật, cần văn phòng mới hơn trong tương lai",2
"Do làm việc cùng các người giỏi nên sẽ có sự ganh đua, tiến bộ. Ở một góc độ nào đó đây là điều rất tốt, và cũng có thể xấu đi nếu vượt ngoài tầm kiểm soát của chúng ta.",0
"Lương, thưởng, chế độ sức khỏe, business trip thường xuyên hơn.",1
"Nên mở rộng văn phòng lẹ chớ đông dev quá, sắp hết chỗ ngồi rồi.",2
"Hiện chưa biết cty cần cải thiện về điều gì.
Nếu có thể quy đổi ngày phép thành ngày lương thì toẹt vời quá, với các trường hợp nghỉ phép còn quá nhiều vào cuối năm, trong khi việc lại nhiều.",0
"Lương thưởng phúc lợi cần cải thiện nhiều, cũng như phát triển career path",1
"Lương thưởng phúc lợi cần cải thiện nhiều, cũng như phát triển career path",1
"Lương thưởng phúc lợi cần cải thiện nhiều, cũng như phát triển career path",1
"Trước mình làm ở đây vô dư án hoàn toàn mới với những thứ mình học bang đầu thế nên phải học lại từ đâu. Họp hơi nhiều, OT thường không có lương
OT là trách nhiệm, hình như không có lương hoặc ít",0
"Trước mình làm ở đây vô dư án hoàn toàn mới với những thứ mình học bang đầu thế nên phải học lại từ đâu. Họp hơi nhiều, OT thường không có lương
OT là trách nhiệm, hình như không có lương hoặc ít",0
Làm chưa lâu nên chưa nhận ra điều gì là không thích hay cần cải thiện,1
"Nên tuyền nhiều Senior vào cải thiện team. Tăng lương nhanh
Trong thời gian làm việc thì ít phải OT, nhưng OT là phải tự giác, không lương",0
"sếp chán
không giữ lời
rất chi là lươn lẹo
không có chổ gửi xe
Công ty không fare, bèo bọt, không có hy vọng. so sad",1
"Phúc lợi không rõ ràng.
Giam lương 12 ngày.
Không khuyến khích nhân viên phát triển.",1
"Lương hơi thấp, khối lượng công việc nhiều.........",0
tuyển nữ cho phòng HR đi chứ toàn con trai không chán quá,2
tuyển nữ cho phòng HR đi chứ toàn con trai không chán quá,2
tuyển nữ cho phòng HR đi chứ toàn con trai không chán quá,2
"Áp lực công việc, deadline dồn dập. Cần phân chia công việc rõ ràng.",0
"Hơi xa nhà nên việc đi lại hơi tốn thời gian, công ty có thêm một số hoạt động cho nhân viên",2
"Bắt đi onsite tùm lum, không minh bạch về lương. Hay mượn lý do để trì hoãn",1
"- Lương - thưởng - ngày nghĩ không rõ ràng. Trả lương vào ngày 15 hàng tháng là chậm so lương 15 ngày so với ngày làm việc
- Dự án đa số nhỏ và bỏ qua công việc của BA nên sẽ rất vất vả vì tự phân tích, tự làm mà thời gian thì có hạn, lúc nào cũng hỏi xong chưa, xong chưa.
- Không training, ko có sharing,
- Mang tiếng đi onsite nhưng thực ra là bán người cho một công ty thứ 3 để họ sử dụng.
OT được ngồi lại và đánh giá lại vì sao OT và quan trọng là được tính sau khi dự án kết thúc. Điều đó khó chấp nhận được.",0
"- Lương - thưởng - ngày nghĩ không rõ ràng. Trả lương vào ngày 15 hàng tháng là chậm so lương 15 ngày so với ngày làm việc
- Dự án đa số nhỏ và bỏ qua công việc của BA nên sẽ rất vất vả vì tự phân tích, tự làm mà thời gian thì có hạn, lúc nào cũng hỏi xong chưa, xong chưa.
- Không training, ko có sharing,
- Mang tiếng đi onsite nhưng thực ra là bán người cho một công ty thứ 3 để họ sử dụng.
OT được ngồi lại và đánh giá lại vì sao OT và quan trọng là được tính sau khi dự án kết thúc. Điều đó khó chấp nhận được.",0
Hiện tai không có vấn đề nào không hài lòng........,1
không hài lòng với chế độ OT của công ty vì không rõ ràng.,1
Cuối năm thường hay áp lực về dự án và thỉnh thoảng phải OT trong một số ngày,0
"Tuyển dụng xong bán nhân viên lấy tiền, không chuyên nghiệp. Bắt nhân viên nói dối, hẹn không đúng giờ. Offer 1 đường làm 1 nẻo, cơ sở vật chất tồi. Làm 1 ngày nghỉ luôn. Sao It việc lại đăng thông tin mấy công ty nhảm nhí này, mất uy tín quá",1
"Tuyển dụng xong bán nhân viên lấy tiền, không chuyên nghiệp. Bắt nhân viên nói dối, hẹn không đúng giờ. Offer 1 đường làm 1 nẻo, cơ sở vật chất tồi. Làm 1 ngày nghỉ luôn. Sao It việc lại đăng thông tin mấy công ty nhảm nhí này, mất uy tín quá",1
"Thang máy đi chậm, VP lại ở lầu 6 nên mỗi lần di chuyển mất thời gian nhưng an ủi là view trên cao thì đẹp.",2
Office cần cải thiện design vì hiện nay sơn tường màu trắng đã bẩn vài chỗ.,2
Vào dự án thì OT hơi nhiều nhưng được payment OT và bonus đầy đủ.,0
- Needing improve the english skill and communication,3
Họp và báo cáo nhiều gây mất thời gian nên giảm bớt các việc này.,0
"- Needing improve english skill, estimation the task in project",3
"- Needing improve english skill, estimation the task in project",3
"- Needing improve english skill, estimation the task in project",3
"1/ Sếp không thích nhân viên làm việc nhanh, đúng giờ, đúng deadline. Cho dù bạn làm xong, ra về đúng giờ đồng nghĩa với bạn là kẻ vô dụng
2/ Bóc lột, OT suốt đêm tới 1-2h sáng vẫn không có lương. Bạn từ chối đồng nghĩa với bạn là kẻ vô dụng.
3/ Leader giao task không giao documents, bảo tự xoay sở.",0
Không có điều gì khiến tôi phải không thích. Tất cả mọi thứ đều rất tốt!!,2
Không có điều gì khiến tôi phải không thích. Tất cả mọi thứ đều rất tốt!!,2
Không có điều gì khiến tôi phải không thích. Tất cả mọi thứ đều rất tốt!!,2
Hệ thống và quy trình làm việc cần được tiêu chuẩn hoá,0
"Văn phòng hơi nhỏ so với số lượng nhân viên, cần người hướng dẫn kèm cặp fresher",1
"Không gian VP làm việc đang thiếu, trung tâm q1 nên đi làm hơi đắc đỏ.
Định hướng phát triển, đào tạo cho nhân viên chưa rõ.",2
Ngoài văn phòng hơi cũ ra cũng không có gì khác bất tiện.,2
Vì là startup mới nên cần chuẩn chỉnh các quy trình hơn.,0
Vì là startup mới nên cần chuẩn chỉnh các quy trình hơn.,0
"Vấn đề lớn nhất là quy trình, cách làm việc chưa thực sự ổn định.
Nhưng cũng đành thông cảm và chấp nhận vì là điểm yếu của hầu hết các start-up.",0
Bàn làm việc không có hộc tủ nên trên mặt bàn phải bày khá nhiều đồ trông hơi bừa bộn.,2
Bàn làm việc không có hộc tủ nên trên mặt bàn phải bày khá nhiều đồ trông hơi bừa bộn.,2
"Hiện tại, vẫn chưa thấy.
Nếu có, chắc là do công ty start-up còn khá mới, cơ sở vật chất chưa xịn sò như một số chỗ khác.",1
"Công ty mới nên có nhiều quy trình đang trong quá trình xây dựng dang dở, cần ít nhiều thời gian để làm quen.",0
Công ty nhiều lúc làm việc điên rồ. Không phù hợp với bạn trẻ tìm kiếm công việc nhàn hạ.,0
Công ty nhiều lúc làm việc điên rồ. Không phù hợp với bạn trẻ tìm kiếm công việc nhàn hạ.,0
"lack the amount of training for intern, fresher since dont have clear guideline of process",3
"- Nếu có thêm tháng 13 nữa thì vui hơn
- Cơ hội thăng tiến chưa rõ",1
"- Nếu có thêm tháng 13 nữa thì vui hơn
- Cơ hội thăng tiến chưa rõ",1
"Máy móc lỗi thời chạy chậm, công ty chính trị và quan liêu. Vắt chanh bỏ vỏ khi cần thì tuyển hết dự án thì tìm cách loại bỏ.
OT không trả tiền, được bù vào ngày nghỉ, lễ tết có thể đi làm nhưng chỉ bù bình thường",0
"_No 13th bonus, maybe it should be bonus for employee working on each project. It will be more equal.
_Should be more activities like company trip or out door to connect team member.
_Sometimes less work, sometimes so busy, but it's understandable in outsource company.
Should be more bonus for OT. Cause employee can stay and work longer in company if they're fair paid.",3
"The elevator is small and slow so sometimes you have to walk. No 13th-month salary applied so you should negotiate your income at the beginning stage.
S",3
"The elevator is small and slow so sometimes you have to walk. No 13th-month salary applied so you should negotiate your income at the beginning stage.
S",3
"Nên giảm thời gian OT, nếu có thì nên có các chế độ phù hợp",0
"Lên lương hơi chậm, đặc biệt là các bạn mới.
Muốn tăng lương cao phải tự request.",0
"Tùy theo dự án có tính lương OT, có dự án thì không.",0
"Có lẽ hiện tại chưa cần cải thiện gì, nghĩ thế :))",1
"- nên hạn chế đưa người đi onsite
- bàn làm việc chật chội , không thoải mái
- văn phòng không có chỗ cho nhân viên nghỉ trưa
- tăng thêm lương thưởng tương xứng
OT không trả lương và OT quá nhiều, áp lực cao nhưng lương ko tương xứng",0
"Cần quản lý tốt hơn trong việc chọn Client và lương bổng cho nhân viên
Đôi khi Client sẽ bắt OT vì những yêu cầu/lí do khá là vớ vẩn. OT không lương",0
"Thay đổi tư duy, cập nhật xu thế, nên có sản phẩm của riêng mình, người quản lý đủ tech để cho khách hàng solution tốt.
Hệ thống phát triển quy trình sản phẩm web, cồng kềnh, người vận hành già cãi, tư duy lối mòn, bắc nhân viên làm thêm đặc biệt là sinh viên",1
"Về qui trình làm việc cần cụ thể và chuyên nghiệp hơn
Một số dự án chưa có lương OT quy trình cần cải thiện",0
"- Có 1 số dự án OT nhiều, thường là OT không lương
- Công ty ko có tủ lạnh, bánh kẹo thì ít
- Lương thấp hơn nhiều so với mặt bằng chung, review lương chỉ có 1 năm 1 lần, mà tăng cũng không nhiều
- Vì khách hàng là Nhật mà bọn Nhật thì rất quan trọng vụ tài liệu, nên nhiều khi thời gian làm tài liệu, excel còn nhiều hơn cả thời gian viết code
OT thường là không lương, ít khi được trả lương OT, có 1 số dự án OT cả thứ 7 và CN",0
